,image_number,label,label_d,label_d2,label_h,label_v
2429,37772,d,True,False,False,False
2430,465417,d2,False,True,False,False
2431,642082,d2,False,True,False,False
2432,244185,h,False,False,True,False
2433,771581,v,False,False,False,True
2434,507628,h,False,False,True,False
2435,94345,d,True,False,False,False
2436,672311,d2,False,True,False,False
2437,309568,d2,False,True,False,False
2438,788985,h,False,False,True,False
2439,941246,d,True,False,False,False
2440,68621,d2,False,True,False,False
2441,248475,d,True,False,False,False
2442,735332,d,True,False,False,False
2443,719938,d,True,False,False,False
2444,181919,v,False,False,False,True
2445,376777,h,False,False,True,False
2446,943009,d,True,False,False,False
2447,470090,h,False,False,True,False
2448,272526,d2,False,True,False,False
2449,341530,h,False,False,True,False
2450,187742,h,False,False,True,False
2451,61041,d,True,False,False,False
2452,123730,d,True,False,False,False
2453,27955,d,True,False,False,False
2454,866450,v,False,False,False,True
2455,961655,d,True,False,False,False
2456,50528,h,False,False,True,False
2457,802342,d2,False,True,False,False
2458,370906,h,False,False,True,False
2459,705738,v,False,False,False,True
2460,22361,d2,False,True,False,False
2461,628664,d2,False,True,False,False
2462,689723,h,False,False,True,False
2463,839217,h,False,False,True,False
2464,131004,v,False,False,False,True
2465,550463,v,False,False,False,True
2466,581546,d2,False,True,False,False
2467,61421,h,False,False,True,False
2468,719206,v,False,False,False,True
2469,277167,h,False,False,True,False
2470,516639,d2,False,True,False,False
2471,392620,d,True,False,False,False
2472,795557,v,False,False,False,True
2473,652035,d,True,False,False,False
2474,900415,h,False,False,True,False
2475,789680,h,False,False,True,False
2476,67824,d,True,False,False,False
2477,170706,d,True,False,False,False
2478,648474,d2,False,True,False,False
2479,37607,h,False,False,True,False
2480,922580,d,True,False,False,False
2481,839446,v,False,False,False,True
2482,153761,v,False,False,False,True
2483,336166,d2,False,True,False,False
2484,32644,h,False,False,True,False
2485,874369,v,False,False,False,True
2486,204707,v,False,False,False,True
2487,716661,d2,False,True,False,False
2488,320832,h,False,False,True,False
2489,406476,v,False,False,False,True
2490,141880,v,False,False,False,True
2491,828606,h,False,False,True,False
2492,297332,d2,False,True,False,False
2493,735399,v,False,False,False,True
2494,187780,d2,False,True,False,False
2495,588501,h,False,False,True,False
2496,803864,d,True,False,False,False
2497,259756,d,True,False,False,False
2498,852656,v,False,False,False,True
2499,595850,h,False,False,True,False
2500,306592,v,False,False,False,True
2501,947677,v,False,False,False,True
2502,171860,d2,False,True,False,False
2503,413928,v,False,False,False,True
2504,733937,v,False,False,False,True
2505,751542,d2,False,True,False,False
2506,133034,d2,False,True,False,False
2507,102547,v,False,False,False,True
2508,666781,h,False,False,True,False
2509,392487,d,True,False,False,False
2510,599716,v,False,False,False,True
2511,853177,v,False,False,False,True
2512,872105,h,False,False,True,False
2513,532432,h,False,False,True,False
2514,40551,d,True,False,False,False
2515,622056,h,False,False,True,False
2516,518370,v,False,False,False,True
2517,29985,d2,False,True,False,False
2518,209918,h,False,False,True,False
2519,702667,d2,False,True,False,False
2520,541466,d,True,False,False,False
2521,790295,h,False,False,True,False
2522,820099,v,False,False,False,True
2523,541760,d,True,False,False,False
2524,674325,d,True,False,False,False
2525,913430,d2,False,True,False,False
2526,247908,v,False,False,False,True
2527,535686,v,False,False,False,True
2528,217402,d,True,False,False,False
2529,14365,d,True,False,False,False
2530,365589,d2,False,True,False,False
2531,79442,d,True,False,False,False
2532,976428,d2,False,True,False,False
2533,505252,d,True,False,False,False
2534,504936,d,True,False,False,False
2535,292433,d,True,False,False,False
2536,548156,d,True,False,False,False
2537,582169,h,False,False,True,False
2538,739308,h,False,False,True,False
2539,594648,h,False,False,True,False
2540,326296,d,True,False,False,False
2541,953598,h,False,False,True,False
2542,711615,v,False,False,False,True
2543,572276,h,False,False,True,False
2544,430203,v,False,False,False,True
2545,467089,h,False,False,True,False
2546,4831,d2,False,True,False,False
2547,965012,d2,False,True,False,False
2548,159229,d,True,False,False,False
2549,748412,h,False,False,True,False
2550,744607,h,False,False,True,False
2551,173403,v,False,False,False,True
2552,549846,v,False,False,False,True
2553,936936,v,False,False,False,True
2554,804414,d,True,False,False,False
2555,151476,d,True,False,False,False
2556,565874,h,False,False,True,False
2557,425422,v,False,False,False,True
2558,143190,d2,False,True,False,False
2559,476080,d,True,False,False,False
2560,310486,h,False,False,True,False
2561,992963,d2,False,True,False,False
2562,999070,v,False,False,False,True
2563,427107,d,True,False,False,False
2564,222485,d,True,False,False,False
2565,658541,d,True,False,False,False
2566,671100,d2,False,True,False,False
2567,151349,d2,False,True,False,False
2568,420926,v,False,False,False,True
2569,368911,d2,False,True,False,False
2570,17688,d,True,False,False,False
2571,244571,h,False,False,True,False
2572,270602,v,False,False,False,True
2573,319863,d2,False,True,False,False
2574,388579,d,True,False,False,False
2575,714690,d2,False,True,False,False
2576,142351,v,False,False,False,True
2577,827760,h,False,False,True,False
2578,765776,d2,False,True,False,False
2579,339974,v,False,False,False,True
2580,365274,d2,False,True,False,False
2581,733350,d2,False,True,False,False
2582,121559,d2,False,True,False,False
2583,583274,h,False,False,True,False
2584,238171,v,False,False,False,True
2585,164639,d2,False,True,False,False
2586,654593,v,False,False,False,True
2587,771830,d,True,False,False,False
2588,9856,d2,False,True,False,False
2589,579639,v,False,False,False,True
2590,696448,d,True,False,False,False
2591,818487,d,True,False,False,False
2592,568583,v,False,False,False,True
2593,755608,h,False,False,True,False
2594,457486,v,False,False,False,True
2595,839437,d2,False,True,False,False
2596,521729,h,False,False,True,False
2597,533293,v,False,False,False,True
2598,428664,h,False,False,True,False
2599,902023,d2,False,True,False,False
2600,257196,d,True,False,False,False
2601,296625,d,True,False,False,False
2602,849986,d,True,False,False,False
2603,220762,d2,False,True,False,False
2604,109847,v,False,False,False,True
2605,896607,d2,False,True,False,False
2606,5696,d2,False,True,False,False
2607,335033,v,False,False,False,True
2608,492611,v,False,False,False,True
2609,595795,v,False,False,False,True
2610,422676,d2,False,True,False,False
2611,355516,h,False,False,True,False
2612,229992,h,False,False,True,False
2613,904486,d,True,False,False,False
2614,29752,h,False,False,True,False
2615,885870,d,True,False,False,False
2616,644898,d,True,False,False,False
2617,618949,d2,False,True,False,False
2618,621163,d2,False,True,False,False
2619,785909,d2,False,True,False,False
2620,313420,h,False,False,True,False
2621,804224,d2,False,True,False,False
2622,94044,d2,False,True,False,False
2623,115871,h,False,False,True,False
2624,238906,v,False,False,False,True
2625,21933,h,False,False,True,False
2626,294240,h,False,False,True,False
2627,438024,v,False,False,False,True
2628,300243,h,False,False,True,False
2629,380596,v,False,False,False,True
2630,352139,d2,False,True,False,False
2631,217441,d,True,False,False,False
2632,789140,d,True,False,False,False
2633,446533,h,False,False,True,False
2634,622901,h,False,False,True,False
2635,935361,h,False,False,True,False
2636,148254,d2,False,True,False,False
2637,953209,d2,False,True,False,False
2638,563998,v,False,False,False,True
2639,99186,d,True,False,False,False
2640,673794,v,False,False,False,True
2641,348492,v,False,False,False,True
2642,497292,h,False,False,True,False
2643,594109,h,False,False,True,False
2644,281650,d,True,False,False,False
2645,108339,d2,False,True,False,False
2646,931007,v,False,False,False,True
2647,535592,h,False,False,True,False
2648,407592,v,False,False,False,True
2649,416231,v,False,False,False,True
2650,698045,v,False,False,False,True
2651,460249,v,False,False,False,True
2652,46898,h,False,False,True,False
2653,787965,v,False,False,False,True
2654,710218,h,False,False,True,False
2655,69845,d2,False,True,False,False
2656,139054,v,False,False,False,True
2657,577434,d,True,False,False,False
2658,672618,v,False,False,False,True
2659,280314,d,True,False,False,False
2660,417042,d2,False,True,False,False
2661,655115,v,False,False,False,True
2662,644799,h,False,False,True,False
2663,489572,v,False,False,False,True
2664,591559,v,False,False,False,True
2665,526257,v,False,False,False,True
2666,340913,v,False,False,False,True
2667,437757,d2,False,True,False,False
2668,187643,h,False,False,True,False
2669,459068,v,False,False,False,True
2670,924653,h,False,False,True,False
2671,925712,v,False,False,False,True
2672,651097,h,False,False,True,False
2673,417824,d,True,False,False,False
2674,643774,d,True,False,False,False
2675,475986,h,False,False,True,False
2676,841304,v,False,False,False,True
2677,272485,d2,False,True,False,False
2678,1038,d,True,False,False,False
2679,590082,v,False,False,False,True
2680,658476,d2,False,True,False,False
2681,389600,h,False,False,True,False
2682,339832,d,True,False,False,False
2683,906030,v,False,False,False,True
2684,846152,v,False,False,False,True
2685,532592,v,False,False,False,True
2686,864810,d,True,False,False,False
2687,741067,v,False,False,False,True
2688,279248,d,True,False,False,False
2689,119479,d2,False,True,False,False
2690,608057,d2,False,True,False,False
2691,827454,d,True,False,False,False
2692,161924,d,True,False,False,False
2693,265059,v,False,False,False,True
2694,705325,h,False,False,True,False
2695,679688,v,False,False,False,True
2696,467922,h,False,False,True,False
2697,567499,v,False,False,False,True
2698,707527,d2,False,True,False,False
2699,101578,v,False,False,False,True
2700,515354,d2,False,True,False,False
2701,955434,d2,False,True,False,False
2702,341857,d2,False,True,False,False
2703,757440,d,True,False,False,False
2704,326100,d2,False,True,False,False
2705,308269,d2,False,True,False,False
2706,111612,v,False,False,False,True
2707,140937,h,False,False,True,False
2708,601194,d2,False,True,False,False
2709,308683,d,True,False,False,False
2710,560694,h,False,False,True,False
2711,96861,d,True,False,False,False
2712,323871,d,True,False,False,False
2713,290712,d,True,False,False,False
2714,56876,h,False,False,True,False
2715,701191,d,True,False,False,False
2716,536178,d,True,False,False,False
2717,396854,v,False,False,False,True
2718,681913,v,False,False,False,True
2719,254295,d2,False,True,False,False
2720,944466,h,False,False,True,False
2721,714952,v,False,False,False,True
2722,707298,h,False,False,True,False
2723,263274,d2,False,True,False,False
2724,778869,d2,False,True,False,False
2725,546148,d,True,False,False,False
2726,963276,d,True,False,False,False
2727,111001,v,False,False,False,True
2728,260261,d,True,False,False,False
2729,346393,d,True,False,False,False
2730,108462,d,True,False,False,False
2731,949928,h,False,False,True,False
2732,752549,h,False,False,True,False
2733,453673,h,False,False,True,False
2734,440528,h,False,False,True,False
2735,905982,v,False,False,False,True
2736,141287,d2,False,True,False,False
2737,772736,d,True,False,False,False
2738,368886,d2,False,True,False,False
2739,619696,v,False,False,False,True
2740,95074,d2,False,True,False,False
2741,971999,v,False,False,False,True
2742,371662,v,False,False,False,True
2743,310333,h,False,False,True,False
2744,702598,d2,False,True,False,False
2745,741680,d2,False,True,False,False
2746,754657,h,False,False,True,False
2747,446922,v,False,False,False,True
2748,282745,v,False,False,False,True
2749,226596,d,True,False,False,False
2750,613812,h,False,False,True,False
2751,442063,d2,False,True,False,False
2752,153893,h,False,False,True,False
2753,832865,v,False,False,False,True
2754,625342,d2,False,True,False,False
2755,249437,d2,False,True,False,False
2756,619265,v,False,False,False,True
2757,323856,d2,False,True,False,False
2758,873290,d2,False,True,False,False
2759,564829,v,False,False,False,True
2760,97317,d,True,False,False,False
2761,902814,h,False,False,True,False
2762,291463,d,True,False,False,False
2763,596562,d2,False,True,False,False
2764,142167,h,False,False,True,False
2765,255522,d2,False,True,False,False
2766,67929,d,True,False,False,False
2767,530032,v,False,False,False,True
2768,562498,v,False,False,False,True
2769,976462,v,False,False,False,True
2770,135336,h,False,False,True,False
2771,649356,d2,False,True,False,False
2772,816869,d2,False,True,False,False
2773,802427,d2,False,True,False,False
2774,217691,d,True,False,False,False
2775,642158,d2,False,True,False,False
2776,967022,h,False,False,True,False
2777,900187,d,True,False,False,False
2778,965188,d2,False,True,False,False
2779,18679,v,False,False,False,True
2780,831078,d2,False,True,False,False
2781,789694,v,False,False,False,True
2782,362079,d2,False,True,False,False
2783,922435,d2,False,True,False,False
2784,799731,h,False,False,True,False
2785,660301,h,False,False,True,False
2786,82275,d,True,False,False,False
2787,617391,d2,False,True,False,False
2788,919303,d2,False,True,False,False
2789,118072,d,True,False,False,False
2790,714788,h,False,False,True,False
2791,12386,d,True,False,False,False
2792,419626,d,True,False,False,False
2793,253796,h,False,False,True,False
2794,877540,d2,False,True,False,False
2795,930968,h,False,False,True,False
2796,599530,d,True,False,False,False
2797,939385,h,False,False,True,False
2798,560894,h,False,False,True,False
2799,192801,h,False,False,True,False
2800,142569,h,False,False,True,False
2801,226679,h,False,False,True,False
2802,50016,h,False,False,True,False
2803,970929,d2,False,True,False,False
2804,628736,d,True,False,False,False
2805,966551,v,False,False,False,True
2806,562155,h,False,False,True,False
2807,686472,h,False,False,True,False
2808,80383,h,False,False,True,False
2809,514462,h,False,False,True,False
2810,370965,h,False,False,True,False
2811,149336,v,False,False,False,True
2812,784446,v,False,False,False,True
2813,675157,d,True,False,False,False
2814,701028,v,False,False,False,True
2815,552955,d2,False,True,False,False
2816,266800,d,True,False,False,False
2817,755673,d,True,False,False,False
2818,104960,d2,False,True,False,False
2819,808017,v,False,False,False,True
2820,177696,v,False,False,False,True
2821,682622,v,False,False,False,True
2822,933706,d2,False,True,False,False
2823,653790,d,True,False,False,False
2824,574444,h,False,False,True,False
2825,174999,v,False,False,False,True
2826,358816,v,False,False,False,True
2827,434242,v,False,False,False,True
2828,16469,v,False,False,False,True
2829,9846,v,False,False,False,True
2830,820539,h,False,False,True,False
2831,703030,d2,False,True,False,False
2832,353173,d2,False,True,False,False
2833,927046,h,False,False,True,False
2834,489682,h,False,False,True,False
2835,679938,d,True,False,False,False
2836,95057,v,False,False,False,True
2837,896289,h,False,False,True,False
2838,100498,d2,False,True,False,False
2839,351736,h,False,False,True,False
2840,394474,v,False,False,False,True
2841,697329,d,True,False,False,False
2842,749954,d2,False,True,False,False
2843,561028,h,False,False,True,False
2844,703232,h,False,False,True,False
2845,119853,h,False,False,True,False
2846,442907,v,False,False,False,True
2847,268522,h,False,False,True,False
2848,869727,h,False,False,True,False
2849,227870,h,False,False,True,False
2850,549804,d2,False,True,False,False
2851,875841,d,True,False,False,False
2852,810313,h,False,False,True,False
2853,912990,d,True,False,False,False
2854,610315,h,False,False,True,False
2855,323436,d2,False,True,False,False
2856,500379,v,False,False,False,True
2857,7816,d2,False,True,False,False
2858,688499,v,False,False,False,True
2859,672424,v,False,False,False,True
2860,864859,d2,False,True,False,False
2861,250132,h,False,False,True,False
2862,194718,v,False,False,False,True
2863,375961,h,False,False,True,False
2864,218677,d2,False,True,False,False
2865,258111,d2,False,True,False,False
2866,323263,v,False,False,False,True
2867,914937,h,False,False,True,False
2868,575750,d2,False,True,False,False
2869,450194,d,True,False,False,False
2870,602217,v,False,False,False,True
2871,672528,d2,False,True,False,False
2872,975689,d2,False,True,False,False
2873,904297,h,False,False,True,False
2874,642819,d2,False,True,False,False
2875,996247,v,False,False,False,True
2876,242259,d,True,False,False,False
2877,63843,v,False,False,False,True
2878,247067,v,False,False,False,True
2879,175236,d,True,False,False,False
2880,212758,d,True,False,False,False
2881,774595,d,True,False,False,False
2882,386148,d2,False,True,False,False
2883,534404,d,True,False,False,False
2884,43835,v,False,False,False,True
2885,802430,h,False,False,True,False
2886,676651,v,False,False,False,True
2887,75661,v,False,False,False,True
2888,809324,h,False,False,True,False
2889,58730,d,True,False,False,False
2890,757187,h,False,False,True,False
2891,505376,v,False,False,False,True
2892,328299,d,True,False,False,False
2893,811146,v,False,False,False,True
2894,828020,d2,False,True,False,False
2895,163366,d2,False,True,False,False
2896,314069,h,False,False,True,False
2897,826810,d2,False,True,False,False
2898,34538,d,True,False,False,False
2899,943861,d,True,False,False,False
2900,461392,d,True,False,False,False
2901,944793,v,False,False,False,True
2902,314768,d,True,False,False,False
2903,632731,d2,False,True,False,False
2904,802426,h,False,False,True,False
2905,17472,d,True,False,False,False
2906,385383,v,False,False,False,True
2907,729797,d,True,False,False,False
2908,880637,d2,False,True,False,False
2909,505014,d,True,False,False,False
2910,101037,h,False,False,True,False
2911,940947,h,False,False,True,False
2912,497992,v,False,False,False,True
2913,503424,h,False,False,True,False
2914,626737,d,True,False,False,False
2915,349702,d,True,False,False,False
2916,711826,d,True,False,False,False
2917,880629,d,True,False,False,False
2918,1803,d2,False,True,False,False
2919,510138,h,False,False,True,False
2920,28015,d,True,False,False,False
2921,878487,d,True,False,False,False
2922,212643,h,False,False,True,False
2923,454653,d,True,False,False,False
2924,545918,v,False,False,False,True
2925,535006,v,False,False,False,True
2926,37545,v,False,False,False,True
2927,4725,h,False,False,True,False
2928,688927,h,False,False,True,False
2929,208122,h,False,False,True,False
2930,79339,h,False,False,True,False
2931,205069,v,False,False,False,True
2932,897603,d2,False,True,False,False
2933,415673,d,True,False,False,False
2934,498887,v,False,False,False,True
2935,14448,d,True,False,False,False
2936,716409,v,False,False,False,True
2937,301159,d,True,False,False,False
2938,136764,h,False,False,True,False
2939,861831,d,True,False,False,False
2940,894019,v,False,False,False,True
2941,355287,d,True,False,False,False
2942,112251,d,True,False,False,False
2943,717220,v,False,False,False,True
2944,613729,h,False,False,True,False
2945,351846,d2,False,True,False,False
2946,453822,h,False,False,True,False
2947,934444,d2,False,True,False,False
2948,967887,h,False,False,True,False
2949,448402,d,True,False,False,False
2950,97900,v,False,False,False,True
2951,446040,h,False,False,True,False
2952,910575,d,True,False,False,False
2953,907847,h,False,False,True,False
2954,449158,v,False,False,False,True
2955,143486,h,False,False,True,False
2956,553458,d,True,False,False,False
2957,218839,d2,False,True,False,False
2958,341748,d2,False,True,False,False
2959,227639,h,False,False,True,False
2960,780022,h,False,False,True,False
2961,123307,v,False,False,False,True
2962,819928,v,False,False,False,True
2963,815901,h,False,False,True,False
2964,646762,d2,False,True,False,False
2965,86405,v,False,False,False,True
2966,193844,d,True,False,False,False
2967,255450,v,False,False,False,True
2968,848334,d,True,False,False,False
2969,652667,d,True,False,False,False
2970,237075,d,True,False,False,False
2971,754364,d,True,False,False,False
2972,195336,d,True,False,False,False
2973,5208,d,True,False,False,False
2974,363816,h,False,False,True,False
2975,760373,d,True,False,False,False
2976,415508,d2,False,True,False,False
2977,207382,v,False,False,False,True
2978,565749,v,False,False,False,True
2979,626639,d,True,False,False,False
2980,917714,h,False,False,True,False
2981,254214,d,True,False,False,False
2982,626373,d2,False,True,False,False
2983,86416,v,False,False,False,True
2984,744143,h,False,False,True,False
2985,232141,h,False,False,True,False
2986,217566,d,True,False,False,False
2987,367850,v,False,False,False,True
2988,643937,d2,False,True,False,False
2989,844297,h,False,False,True,False
2990,453746,v,False,False,False,True
2991,955552,d2,False,True,False,False
2992,310260,d2,False,True,False,False
2993,474478,d,True,False,False,False
2994,731825,v,False,False,False,True
2995,170271,h,False,False,True,False
2996,85197,h,False,False,True,False
2997,8397,d2,False,True,False,False
2998,219226,d2,False,True,False,False
2999,40302,v,False,False,False,True
3000,985886,d,True,False,False,False
3001,657343,d,True,False,False,False
3002,202890,v,False,False,False,True
3003,826123,h,False,False,True,False
3004,216442,d2,False,True,False,False
3005,610624,d,True,False,False,False
3006,114652,d,True,False,False,False
3007,171333,d,True,False,False,False
3008,327799,d2,False,True,False,False
3009,893324,d2,False,True,False,False
3010,213320,v,False,False,False,True
3011,343095,d2,False,True,False,False
3012,229645,v,False,False,False,True
3013,715881,h,False,False,True,False
3014,975186,d,True,False,False,False
3015,437103,v,False,False,False,True
3016,402486,d2,False,True,False,False
3017,209413,d2,False,True,False,False
3018,113612,h,False,False,True,False
3019,618356,d,True,False,False,False
3020,96218,d,True,False,False,False
3021,924575,d,True,False,False,False
3022,337348,d2,False,True,False,False
3023,313441,d2,False,True,False,False
3024,625421,d,True,False,False,False
3025,652558,h,False,False,True,False
3026,33704,h,False,False,True,False
3027,437663,v,False,False,False,True
3028,81041,h,False,False,True,False
3029,153130,h,False,False,True,False
3030,593068,d2,False,True,False,False
3031,534506,h,False,False,True,False
3032,933748,v,False,False,False,True
3033,279437,d,True,False,False,False
3034,565476,d2,False,True,False,False
3035,345063,h,False,False,True,False
3036,952045,d2,False,True,False,False
3037,737046,h,False,False,True,False
3038,332848,h,False,False,True,False
3039,44522,d2,False,True,False,False
3040,675158,v,False,False,False,True
3041,150431,d,True,False,False,False
3042,49234,d2,False,True,False,False
3043,137183,h,False,False,True,False
3044,489299,d,True,False,False,False
3045,438833,d,True,False,False,False
3046,346197,v,False,False,False,True
3047,868152,v,False,False,False,True
3048,477252,d,True,False,False,False
3049,529237,d2,False,True,False,False
3050,948571,v,False,False,False,True
3051,66888,v,False,False,False,True
3052,499820,d,True,False,False,False
3053,913016,d2,False,True,False,False
3054,231523,d,True,False,False,False
3055,793024,d2,False,True,False,False
3056,615197,v,False,False,False,True
3057,813171,v,False,False,False,True
3058,533804,d2,False,True,False,False
3059,540046,h,False,False,True,False
3060,521126,h,False,False,True,False
3061,750912,d,True,False,False,False
3062,100021,v,False,False,False,True
3063,300902,d2,False,True,False,False
3064,363397,v,False,False,False,True
3065,105365,h,False,False,True,False
3066,536362,d2,False,True,False,False
3067,709202,d2,False,True,False,False
3068,698739,v,False,False,False,True
3069,902724,d2,False,True,False,False
3070,603655,h,False,False,True,False
3071,509475,h,False,False,True,False
3072,857762,d,True,False,False,False
3073,117519,d,True,False,False,False
3074,506962,d,True,False,False,False
3075,230160,v,False,False,False,True
3076,608551,d2,False,True,False,False
3077,629837,v,False,False,False,True
3078,399021,d,True,False,False,False
3079,404096,h,False,False,True,False
3080,453430,v,False,False,False,True
3081,209369,v,False,False,False,True
3082,642918,h,False,False,True,False
3083,369604,h,False,False,True,False
3084,479419,d2,False,True,False,False
3085,440798,d2,False,True,False,False
3086,768289,h,False,False,True,False
3087,125933,h,False,False,True,False
3088,709669,d2,False,True,False,False
3089,553292,h,False,False,True,False
3090,454282,h,False,False,True,False
3091,248522,h,False,False,True,False
3092,654630,h,False,False,True,False
3093,545901,h,False,False,True,False
3094,622392,v,False,False,False,True
3095,50375,v,False,False,False,True
3096,246205,d2,False,True,False,False
3097,740677,v,False,False,False,True
3098,645026,v,False,False,False,True
3099,850917,d,True,False,False,False
3100,379162,d2,False,True,False,False
3101,954464,d,True,False,False,False
3102,651908,d,True,False,False,False
3103,550599,d,True,False,False,False
3104,551211,d2,False,True,False,False
3105,773932,h,False,False,True,False
3106,607873,v,False,False,False,True
3107,364743,d,True,False,False,False
3108,479898,v,False,False,False,True
3109,738855,d2,False,True,False,False
3110,40533,d,True,False,False,False
3111,241254,d2,False,True,False,False
3112,831988,h,False,False,True,False
3113,564418,h,False,False,True,False
3114,470477,h,False,False,True,False
3115,399280,h,False,False,True,False
3116,55572,v,False,False,False,True
3117,722691,d2,False,True,False,False
3118,875538,d2,False,True,False,False
3119,786606,d,True,False,False,False
3120,616585,v,False,False,False,True
3121,617306,d2,False,True,False,False
3122,748276,h,False,False,True,False
3123,929845,h,False,False,True,False
3124,51762,d2,False,True,False,False
3125,670602,d,True,False,False,False
3126,742954,v,False,False,False,True
3127,387987,d,True,False,False,False
3128,887512,d2,False,True,False,False
3129,902081,d2,False,True,False,False
3130,63572,d2,False,True,False,False
3131,645642,h,False,False,True,False
3132,835777,h,False,False,True,False
3133,912411,d,True,False,False,False
3134,657989,d2,False,True,False,False
3135,315649,d2,False,True,False,False
3136,416358,d,True,False,False,False
3137,691940,d,True,False,False,False
3138,309031,v,False,False,False,True
3139,703094,d2,False,True,False,False
3140,116744,d,True,False,False,False
3141,428374,d2,False,True,False,False
3142,567892,v,False,False,False,True
3143,814788,d2,False,True,False,False
3144,829151,v,False,False,False,True
3145,864938,d,True,False,False,False
3146,300946,d2,False,True,False,False
3147,807443,h,False,False,True,False
3148,890194,v,False,False,False,True
3149,148377,d,True,False,False,False
3150,55012,d2,False,True,False,False
3151,318343,d2,False,True,False,False
3152,378513,d2,False,True,False,False
3153,894932,d,True,False,False,False
3154,751052,d2,False,True,False,False
3155,143927,v,False,False,False,True
3156,391033,d,True,False,False,False
3157,699552,d,True,False,False,False
3158,443016,d2,False,True,False,False
3159,818420,h,False,False,True,False
3160,512876,v,False,False,False,True
3161,771714,h,False,False,True,False
3162,761632,v,False,False,False,True
3163,478540,d2,False,True,False,False
3164,794666,v,False,False,False,True
3165,702557,d,True,False,False,False
3166,675486,h,False,False,True,False
3167,259058,h,False,False,True,False
3168,952149,v,False,False,False,True
3169,916830,v,False,False,False,True
3170,897436,h,False,False,True,False
3171,169766,v,False,False,False,True
3172,823822,d,True,False,False,False
3173,866145,d,True,False,False,False
3174,445897,h,False,False,True,False
3175,577915,d,True,False,False,False
3176,912059,h,False,False,True,False
3177,56848,d,True,False,False,False
3178,724901,d2,False,True,False,False
3179,87156,h,False,False,True,False
3180,80986,h,False,False,True,False
3181,939757,h,False,False,True,False
3182,127899,v,False,False,False,True
3183,971549,h,False,False,True,False
3184,916479,v,False,False,False,True
3185,130765,h,False,False,True,False
3186,716804,d2,False,True,False,False
3187,601648,v,False,False,False,True
3188,15038,d,True,False,False,False
3189,922664,v,False,False,False,True
3190,45532,h,False,False,True,False
3191,506310,d,True,False,False,False
3192,918863,v,False,False,False,True
3193,261853,h,False,False,True,False
3194,809195,v,False,False,False,True
3195,429693,d,True,False,False,False
3196,113100,h,False,False,True,False
3197,643192,h,False,False,True,False
3198,635801,d2,False,True,False,False
3199,307111,d2,False,True,False,False
3200,827906,h,False,False,True,False
3201,818413,h,False,False,True,False
3202,119217,d,True,False,False,False
3203,349706,d2,False,True,False,False
3204,609232,d,True,False,False,False
3205,972285,h,False,False,True,False
3206,969832,d2,False,True,False,False
3207,928227,d2,False,True,False,False
3208,472377,v,False,False,False,True
3209,224915,d,True,False,False,False
3210,3825,d2,False,True,False,False
3211,952410,d2,False,True,False,False
3212,602500,d2,False,True,False,False
3213,167509,d2,False,True,False,False
3214,46005,d,True,False,False,False
3215,748777,v,False,False,False,True
3216,910530,d,True,False,False,False
3217,539575,h,False,False,True,False
3218,42974,v,False,False,False,True
3219,391961,v,False,False,False,True
3220,274336,v,False,False,False,True
3221,1142,d,True,False,False,False
3222,527214,d2,False,True,False,False
3223,137702,h,False,False,True,False
3224,523785,d2,False,True,False,False
3225,758309,d,True,False,False,False
3226,109479,d2,False,True,False,False
3227,615654,d2,False,True,False,False
3228,996622,d,True,False,False,False
3229,549468,d,True,False,False,False
3230,293388,d2,False,True,False,False
3231,933968,h,False,False,True,False
3232,714321,v,False,False,False,True
3233,585739,d,True,False,False,False
3234,217084,v,False,False,False,True
3235,467715,v,False,False,False,True
3236,376067,d,True,False,False,False
3237,877480,d,True,False,False,False
3238,384861,d2,False,True,False,False
3239,769518,h,False,False,True,False
3240,321272,d,True,False,False,False
3241,999282,d,True,False,False,False
3242,659500,d2,False,True,False,False
3243,226866,h,False,False,True,False
3244,59428,d,True,False,False,False
3245,333412,d,True,False,False,False
3246,656500,d2,False,True,False,False
3247,129928,v,False,False,False,True
3248,219740,d,True,False,False,False
3249,277215,d2,False,True,False,False
3250,976847,h,False,False,True,False
3251,458465,v,False,False,False,True
3252,310677,d2,False,True,False,False
3253,523559,d2,False,True,False,False
3254,739047,d,True,False,False,False
3255,387811,d2,False,True,False,False
3256,646545,h,False,False,True,False
3257,371563,h,False,False,True,False
3258,763310,d2,False,True,False,False
3259,490938,d,True,False,False,False
3260,944610,d2,False,True,False,False
3261,235579,v,False,False,False,True
3262,991768,d,True,False,False,False
3263,426478,h,False,False,True,False
3264,730838,h,False,False,True,False
3265,624657,v,False,False,False,True
3266,970025,h,False,False,True,False
3267,152397,h,False,False,True,False
3268,441340,d2,False,True,False,False
3269,427261,d2,False,True,False,False
3270,953064,d2,False,True,False,False
3271,212433,d2,False,True,False,False
3272,986913,h,False,False,True,False
3273,980626,d2,False,True,False,False
3274,777334,d2,False,True,False,False
3275,207940,d,True,False,False,False
3276,819174,d2,False,True,False,False
3277,727434,d,True,False,False,False
3278,875787,h,False,False,True,False
3279,26105,d,True,False,False,False
3280,93520,d2,False,True,False,False
3281,739811,h,False,False,True,False
3282,914342,v,False,False,False,True
3283,141935,h,False,False,True,False
3284,918585,d2,False,True,False,False
3285,945899,d,True,False,False,False
3286,985758,d,True,False,False,False
3287,758599,d2,False,True,False,False
3288,773234,h,False,False,True,False
